Trait	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	StandCount	StandCount	StandCount	StandCount	StandCount	StandCount	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselBranchLength	TasselBranchLength	TasselBranchLength	TasselBranchLength	Spikelets-MainSpike	Spikelets-MainSpike	Spikelets-PrimaryBranch	Spikelets-PrimaryBranch	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	TasselSterility	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	NumberofLeaves	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	TilleringIndex	TilleringIndex	TilleringIndex	TilleringIndex	TilleringIndex	UpperLeafAngle-BorderPlant	LeafWidth-BorderPlant	LeafSheathLength	TilleringIndex-BorderPlant	Phylotaxy	NumberofTilleringPlants	NumberofTilleringPlants	SizeofTillers	NR	NR	CS	GS	GLDH	AlaAT	AGPase	ShikDH	NIRStarch	NIRStarch	NIRStarch	NIRStarch	NIRStarch	NIRStarch	NIRStarch	NIRProtein	NIRProtein	NIRProtein	NIRProtein	NIRProtein	NIRProtein	NIROil	NIROil	NIROil	NIROil	NIROil	NIROil	NorthernLeafBlight	NorthernLeafBlight(Percentage)	NorthernLeafBlight(Percentage)	NorthernLeafBlight-IncubationPeriod	SouthernLeafBlight	SouthernLeafBlight	SouthernLeafBlight	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobWeight	CobWeight	CobWeight	CobWeight	CobWeight	CobWeight	CobWeight	CobWeight	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarLength	EarLength	EarLength	EarLength	EarLength	EarLength	EarLength	EarLength	SeedSetLength	SeedSetLength	SeedSetLength	SeedSetLength	SeedSetLength	SeedSetLength	SeedSetLength	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	TotalKernelVolume	TotalKernelVolume	TotalKernelVolume	TotalKernelVolume	TotalKernelVolume	KernelFillPercentage	EarWeight	EarWeight	EarWeight	EarWeight	EarWeight	EarWeight	EarWeight	EarWeight	EarRankNumber	EarRankNumber	EarRankNumber	EarRankNumber	EarRankNumber	EarRankNumber	EarRankNumber	20KernelWeight	20KernelWeight	20KernelWeight	20KernelWeight	20KernelWeight	20KernelWeight	20KernelWeight	RowQuality	RowQuality	HerbicideSensitivity
Tzi10	8	4	11.5	6	NaN	1	8	6	9	15	8	NaN	NaN	NaN	NaN	89.5	65	NaN	91	NaN	NaN	NaN	NaN	NaN	NaN	86.5	62	106	85	NaN	NaN	83	NaN	NaN	1161.386945	1029.44222	1090	NaN	1203.25	1017.77389	NaN	NaN	NaN	NaN	NaN	1107.677778	962.22111	1043.610555	1005.27389	1110.134445	970.831665	NaN	1178.634445	NaN	NaN	NaN	53.706665	67.22111	46.384445	NaN	93.110555	46.94222	NaN	NaN	NaN	NaN	354	NaN	320	406	329	NaN	388	NaN	228	NaN	230	272	214	NaN	229	NaN	26	NaN	13	17	22	NaN	24	NaN	242	223	230	24	19	25	16	NaN	6	6	3	11	NaN	NaN	135	170	90	170	NaN	165	95	150	170	NaN	NaN	NaN	102.5	40	90	NaN	100	65	125	105	NaN	4.5	971	928	980	880	943	1024	980	NaN	938	84	95	92.66666667	70	90	81	78	NaN	93	NaN	NaN	NaN	60	55	NaN	NaN	NaN	NaN	NaN	NaN	55	NaN	60	NaN	NaN	0	0.5	1	NaN	NaN	NaN	NaN	163	0	155	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.69	68.71	66.44	NaN	NaN	NaN	NaN	15.505	14.7	14.42	NaN	NaN	NaN	4.44	4.03	5.66	NaN	NaN	2	NaN	NaN	NaN	8.25	8	7	NaN	NaN	19.855	16.675	25	NaN	20.875	NaN	NaN	NaN	9.43	6	16.3	NaN	11	NaN	NaN	NaN	NaN	23.11	36	NaN	30.195	NaN	NaN	NaN	144.6025	111.34	158	NaN	134.025	NaN	NaN	NaN	NaN	136	NaN	126.98	NaN	NaN	NaN	NaN	NaN	14	NaN	12	NaN	NaN	NaN	NaN	NaN	70	NaN	NaN	NaN	NaN	NaN	74	NaN	44.4	NaN	NaN	NaN	NaN	NaN	25	28.5	NaN	NaN	NaN	NaN	4.3	NaN	2.7	NaN	2	3	NaN
Tzi11	11	6	9.5	6	NaN	2	6	7.5	9	14	5	NaN	NaN	86	117	85	58	99	79	NaN	100	76	NaN	84	117	79	57	86	76	NaN	97	71	NaN	964.80278	1083.067223	948.884445	980.55278	NaN	1020.77389	989.72111	NaN	1054.25	NaN	982.77	964.80278	983.261945	893.610555	964.44222	NaN	970.610555	936.110555	NaN	958.47111	NaN	36.97	0	99.8027775	55.27389	16.110555	NaN	50.163335	53.610555	NaN	95.77389	NaN	312	280	332.5	214	NaN	301	310	402	204.5	205	217.5	159	NaN	186	188	243	16.5	15	15.5	14	14	13	16	8	200	178	NaN	218	15	30	8	14	6	1	NaN	4	NaN	NaN	165	145	182.5	75	160	NaN	195	120	175	205	NaN	75	60	105	25	75	NaN	100	55	115	110	NaN	4	657	725	746.5	552	651	743.5	741	757	851	79	78	84	68	92	80.5	87	86	97.5	80	70	85	55	75	NaN	80	NaN	75	NaN	65	75	NaN	65	NaN	NaN	0	0.5	0	NaN	NaN	75	83	119	0	80	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.81	NaN	74.41	69.58	NaN	NaN	NaN	13.275	NaN	10.69	12.94	NaN	NaN	4.19	NaN	4.95	4.7	NaN	3	NaN	NaN	NaN	8.5	8.25	6.5	31	NaN	NaN	19.77	26	NaN	22.07	26	16	NaN	NaN	2.3	9.9	NaN	11.15	11.9	33	NaN	NaN	26.68	39	NaN	29.5	37	135	NaN	NaN	55.11	107	NaN	116.08	118	120	NaN	50.92	80	NaN	NaN	90	14	NaN	NaN	10	12	NaN	13	12	40	NaN	NaN	10	50	NaN	49	NaN	NaN	10.7	51	NaN	NaN	32	12	NaN	NaN	10	19	NaN	NaN	NaN	NaN	2.8	4.4	NaN	NaN	3.4	2	2	NaN
Tzi16	7	8	12	6	NaN	6	7	7.5	9	12	7	NaN	NaN	88	102	77.5	59	92	74	77	95	61	NaN	88	102	79	60	88	76	77	96	61	NaN	964.80278	957.110555	948.884445	997.22111	938.884445	944.05278	959.72111	969.94222	NaN	NaN	1054.13	964.80278	984.634445	948.884445	1014.163335	896.110555	970.610555	963.884445	969.94222	NaN	NaN	0	0	-27.52389	0	-16.94222	42.77389	-26.55278	-4.163335	0	NaN	NaN	371.6666667	309	316	281	369	329	355	318	233.6666667	147	160	161	199	248	234	152	20.66666667	28	28.5	22	27.5	6	18	32	273	230	212	206	19	27	12	20	1	5	4	2	6	NaN	185	175	202.5	115	190	150	220	110	170	190	NaN	95	90	110	50	90	100	105	50	100	100	NaN	4.5	835	903	859.5	768	885	787	936	771	896	94	90	88	71	98	74	94	85	112	75	85	NaN	55	75	NaN	80	NaN	NaN	NaN	80	60	NaN	NaN	NaN	NaN	NaN	0	1	NaN	NaN	80	NaN	143	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.86	70.275	74.43	69.36	NaN	NaN	NaN	13.34	12.56	10.31	12.8	NaN	NaN	4.79	5.48	4.62	4.1	NaN	NaN	2	NaN	NaN	NaN	8.25	8.25	6.5	NaN	NaN	25.5925	24.865	30	32	29.345	NaN	NaN	NaN	14.75	7.5	17.8	13.6	17.95	NaN	NaN	37	37.825	35.22	NaN	45	42.725	NaN	NaN	140	122.79	101.415	110	108	132.1	NaN	NaN	NaN	97.365	74	112	129.495	NaN	NaN	16	14.5	16	18	18	19	NaN	NaN	60	43.75	57.5	50	NaN	NaN	62	44.465	50.8	47	66	108.925	NaN	NaN	NaN	15.75	22	12	28	NaN	3.5	5.25	3	5.4	3.5	5.015	NaN	1	2	NaN
Tzi18	10	5	11	5	NaN	9	5	6.5	9	11	6	NaN	NaN	94	106	84.5	58	97	76	82	NaN	77	NaN	90	106	83.5	59	94	76	82	NaN	78	NaN	964.80278	1074.331668	884.44222	980.55278	985.831665	970.610555	936.110555	1055.75	1074.5	NaN	1082.55	964.80278	1058.358058	888.331665	997.22111	961.110555	970.610555	920	1055.75	1095.52389	NaN	57.3	0	15.97111	-3.884445	-16.663335	24.72111	0	16.110555	0	-21.02389	NaN	403	382	341	315	381	339	392	394	275	264	228	219	280	216	271	237	17	19	18	13	11.5	17	21	22	NaN	278	235	226	13	23	9	11	NaN	5	4	4	4	NaN	165	180	150	110	130	155	160	100	NaN	195	NaN	95	105	80	60	60	105	95	50	NaN	100	NaN	4.5	856	945	866	730	856	977	908	844	879	103	101	90.25	87	85	98	102	105	106	72.5	80	NaN	60	65	NaN	85	NaN	NaN	NaN	75	75	NaN	65	NaN	NaN	NaN	0	0	NaN	NaN	NaN	114	111	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.27	63.985	66.52	67.9	64.64	65.95	NaN	18.39	15.865	15.55	12.24	15.97	14.36	5.06	3.545	5.42	4.44	5.34	4.43	3	NaN	NaN	NaN	8.25	8.25	6.5	NaN	31	25.8125	NaN	28	27	25.98	NaN	NaN	20.35	21.53	NaN	19.4	16	25.9	NaN	36	43.5	34.8725	NaN	45	37	38.99	NaN	139.5	130	129.9725	NaN	117	111	150.63	NaN	117	105	NaN	101	102	137.435	NaN	14	14	11.5	NaN	13	12	11	NaN	50	55	40	NaN	65	NaN	41.5	52.5	50.115	NaN	70.5	63	92.2	NaN	14	21.5	18.5	NaN	19.5	24.5	NaN	3	4.6375	NaN	5.5	4.6	5.9	NaN	1	2	NaN
Tzi25	9	7	7.5	4	NaN	6	8	4.5	9	9	6	NaN	NaN	87	99	75.5	62	96	79	81	94	72	NaN	84	98	75.5	60	91	78	79	93	70	NaN	954.02389	921.1922225	936.94222	1043.610555	980.831665	1020.77389	951.94222	1037.610555	975.94222	NaN	982.77	944.110555	921.1658325	913.05278	1014.163335	930.831665	1002.75	936.110555	1005.19222	939.44222	NaN	55.94	9.913335	0.02639	23.884445	29.44222	50	18.02389	15.831665	32.413335	36.5	NaN	367	418	399.5	310	329	341	402	403	262	215	254	226	240	237	276	283	23	27	20.5	12	16	18	23	25	NaN	288	195	234	20	18	16	12	NaN	9	5	4	NaN	NaN	170	190	177.5	105	165	145	125	145	190	185	NaN	100	110	92.5	50	85	NaN	60	80	105	125	NaN	4.5	1004	1013	895.75	815	930	872	648	864	960	90	101	96.75	82	99	101	53	100	111	55	80	75	55	65	NaN	75	NaN	70	NaN	62.5	72.5	NaN	70	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	156	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.9	NaN	71.33	NaN	68.08	NaN	NaN	12.35	NaN	11.55	NaN	13.75	NaN	4.17	NaN	4.81	NaN	3.78	2	NaN	NaN	NaN	8	8.25	7	29	30.5	NaN	25.745	31	27	25.38	26.5	78	27.9	NaN	13.5	23.8	14	17.85	17.3	34	38	NaN	33.63	NaN	37	37.64	40.5	142	159	NaN	105.52	153	128	128.965	145	140	112.5	100.485	143	87	122.42	128	14	13	NaN	12.5	12	10	15	14	70	75	NaN	45	130	NaN	76	78.5	NaN	47.25	122	40	78.4	88	24	20	NaN	18.5	27	26	NaN	5.25	NaN	4.95	6.1	4.6	4.3	5.1	2	2	NaN
Tzi8	0	1	8.5	4	NaN	7	0	6.5	3	10	5	NaN	NaN	NaN	NaN	87.5	63	108	85	NaN	NaN	NaN	NaN	NaN	NaN	82	63	102	80	NaN	NaN	NaN	NaN	NaN	1126.968613	962.22111	1059.163335	1005.27389	1110.134445	989.72111	NaN	NaN	NaN	NaN	NaN	1032.884445	893.610555	1059.163335	1005.27389	1037.413335	951.94222	NaN	NaN	NaN	NaN	NaN	94.0816675	68.610555	0	0	72.72111	37.77389	NaN	NaN	NaN	NaN	237	354	310	NaN	317	298	NaN	NaN	181	233	204	NaN	NaN	214	NaN	NaN	6	17	11	7.5	12	16	NaN	NaN	218	NaN	218	0	24	0	15	NaN	1	NaN	2	NaN	NaN	NaN	NaN	172.5	115	135	190	225	105	145	NaN	NaN	NaN	NaN	102.5	45	65	130	135	50	110	NaN	NaN	4.5	NaN	NaN	726	699	748	918	853	871	NaN	NaN	NaN	109	96	114	100	105	93	NaN	NaN	NaN	NaN	55	80	NaN	80	NaN	NaN	NaN	NaN	67.5	NaN	70	NaN	NaN	0	0	0	NaN	NaN	NaN	69	149	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.89	NaN	NaN	NaN	NaN	NaN	NaN	16.82	NaN	NaN	NaN	NaN	NaN	4.39	NaN	NaN	NaN	NaN	3	NaN	NaN	NaN	8.5	8.25	6	NaN	NaN	NaN	24.14	NaN	35	29.295	NaN	NaN	NaN	NaN	9.3	NaN	18	19.96	NaN	NaN	NaN	NaN	34.09	NaN	40	39.11	NaN	NaN	NaN	NaN	87.75	NaN	118	152.99	NaN	NaN	NaN	62.2	NaN	88	129.14	NaN	NaN	NaN	NaN	12	NaN	12	14	NaN	NaN	NaN	NaN	25	NaN	NaN	NaN	NaN	NaN	27.9	NaN	31	66.005	NaN	NaN	NaN	NaN	10	NaN	23	NaN	NaN	NaN	6.2	NaN	3.3	4.41	NaN	4	2	NaN
Tzi9	12	6	11.5	5	NaN	7	4	6.5	9	9	6	NaN	NaN	90	119	78	56	89	79	78	97	75	NaN	88	119	78.5	60	87	80	79	95	77	NaN	964.80278	966.25	888.331665	948.610555	904.163335	1020.77389	936.110555	987.134445	1032.72111	NaN	1054.13	964.80278	975.4422225	913.05278	1014.163335	883.331665	1037.413335	936.110555	1005.19222	1074.5	NaN	28.41	0	-9.1922225	-24.72111	-65.55278	20.831665	-16.634445	0	-18.05278	-41.77389	NaN	347	274	352	288	271.5	300	405	373	227	182	207	212	176	165	248	236	23	27	17	9	17	23	10	27	NaN	166	110	198	53	48	19	16	NaN	0	4	3	2	NaN	175	165	202.5	120	NaN	210	180	140	195	215	NaN	85	NaN	110	45	NaN	120	90	60	100	100	NaN	4.5	938	868	911.75	822	874	879	889	893	952	93	92	88.5	70	74	86	79	94	104	80	70	72.5	30	40	60	80	NaN	NaN	NaN	NaN	75	NaN	55	NaN	NaN	1	0	1	NaN	NaN	60	90	150	0	170	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.53	68.66	70.97	68.28	NaN	NaN	NaN	13.15	12.97	10.71	12.25	NaN	NaN	3.24	4.03	3.97	5.98	NaN	3	NaN	NaN	NaN	7.75	8	6	NaN	NaN	25.275	24.74	28	27	27.63	30.5	NaN	NaN	17.5875	8.7	15	17.9	25.7	21.8	NaN	36	37.825	39.63	47	40	40.61	47	NaN	126	156.3975	94.14	123	143	158.05	167	NaN	107	91.14	121	134	147.745	144	NaN	NaN	14.75	13	16	16	16	19	NaN	NaN	NaN	42.5	110	NaN	NaN	NaN	NaN	45.7	105	109	103	122	NaN	NaN	25.5	20	32	27.5	NaN	NaN	4.615	4.95	5	4.8	5.05	3.8	2	1	NaN
U267Y	0	2	5	6	NaN	0	0	4	6	7	6	NaN	NaN	NaN	NaN	87.5	64	92	82	84	NaN	NaN	NaN	NaN	NaN	84.5	63	88	79	82	NaN	NaN	NaN	NaN	1129.27639	1003.884445	1074.44222	938.884445	1071.80278	NaN	1092.94222	NaN	NaN	NaN	NaN	1076.386945	962.22111	1059.163335	896.110555	1020.77389	NaN	1055.75	NaN	NaN	NaN	NaN	52.8869425	41.663335	15.27389	42.77389	51.02389	NaN	37.19222	NaN	NaN	NaN	248	261	261	261.5	313	347	NaN	NaN	207	171	175	195.5	220	276	NaN	NaN	3	5	5	4	5	5	NaN	NaN	226	205	276	0	9	0	8	NaN	1	1	3	NaN	NaN	NaN	NaN	122.5	95	120	NaN	150	90	140	NaN	NaN	NaN	NaN	52.5	30	40	NaN	50	45	70	NaN	NaN	NaN	NaN	675	588	565	698	631	621	665	NaN	NaN	97	87	86	86	103	89	96	NaN	NaN	NaN	45	45	50	60	60	NaN	NaN	NaN	NaN	65	NaN	60	NaN	NaN	0	0	1	NaN	NaN	75	78	147	0	230	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.38	68.44	65.04	62.54	NaN	NaN	NaN	13.49	13.22	13.64	13.66	NaN	NaN	4.34	3.8	4.68	3.83	NaN	3	NaN	NaN	NaN	6.5	6.25	5	NaN	NaN	23.755	NaN	27	28	26.115	NaN	NaN	NaN	15.51	NaN	16.2	26.5	28.87	NaN	NaN	NaN	NaN	NaN	40	41	35.825	NaN	NaN	NaN	119.22	NaN	110	138	148.315	NaN	NaN	NaN	NaN	94	127	NaN	NaN	NaN	NaN	NaN	NaN	10	10	NaN	NaN	NaN	NaN	NaN	NaN	20	NaN	NaN	NaN	NaN	NaN	33	76	NaN	NaN	NaN	NaN	NaN	NaN	12	NaN	NaN	NaN	NaN	NaN	5.2	6.9	NaN	NaN	4	4	NaN
VA102	17	7	10.5	6	NaN	11	8	8	9	11	7	NaN	NaN	78	93	70	53	75	68	68	75	61	NaN	76	92	70	53	74	68	67	77	61	NaN	904.77389	835.22111	867.5	897.77389	724.163335	839	879.44222	843.384445	791.69222	NaN	859.38	896.413335	835.22111	867.5	897.77389	712.77389	839	879.44222	831.80278	791.69222	NaN	25.61	8.360555	0	0	0	11.384445	0	0	11.581665	0	NaN	300.5	297.5	315	247	328	255	330	374	223	229	232	196	255	173	236	274	8	5	6.5	3	6	8	7	8	208	178	NaN	212	23	25	14	25	1	0	NaN	1	NaN	NaN	150	115	157.5	115	150	160	135	110	140	175	NaN	70	35	72.5	55	65	75	65	60	70	75	NaN	5.5	616	597	749	NaN	698	749	709	731	763	88	68	84.5	69	91	89	90	97	86	77.5	75	75	60	70	75	75	70	75	NaN	70	77.5	NaN	65	NaN	NaN	0	0	0	NaN	NaN	80	95	113	0	215	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.46	68.92	NaN	71.71	71.7	70.73	NaN	11.89	13.025	NaN	11.03	12.81	13.78	4.2	3.325	NaN	3.49	4.04	3.57	4	NaN	NaN	NaN	8	8.5	7	25	23	26.7025	24.53	25	NaN	27.965	34	26	9.4	15.77	7.755	17.1	NaN	20.98	26.35	39	33	40.765	36.285	41	44	38.455	47	159	115	139.27	97.475	144	112	148.975	154.5	140	97	84.245	118	108	118.215	127	16	16	15.5	15	14	NaN	16	21	90	40	65	40	70	NaN	100	36	66.5025	33.67	NaN	NaN	67.46	114	22	14	21.5	19.5	20	25	NaN	3	4.85	2.885	5	NaN	3.705	2.85	2	3	NaN
Va14	4	4	7	4	NaN	1	2	5.5	1	8	6	NaN	NaN	84	105	77.5	59	88	72	73	NaN	74	NaN	84	102	75.5	58	87	71	71	NaN	71	NaN	964.80278	957.110555	NaN	997.22111	896.110555	910.02389	920	909.72111	1012.581665	NaN	982.77	964.80278	921.1658325	NaN	980.55278	883.331665	891.884445	904.72111	882.27389	958.47111	NaN	0	0	35.9422225	NaN	16.663335	12.77389	18.134445	15.27389	27.44222	54.110555	NaN	363	329	412.5	280	NaN	338	460	392	278	272	306.5	183	NaN	223	325	276	11	8	10	9	NaN	14	16	14	NaN	178	NaN	176	14	25	10	19	NaN	0	NaN	3	2	NaN	120	125	132.5	80	125	137.5	170	90	145	125	NaN	50	40	47.5	30	50	67.5	70	40	75	50	NaN	3	717	718	711.5	561	710	800	816	801	784.5	105	94	95.5	62	103	100	97	74	94	65	75	60	50	50	60	65	55	NaN	NaN	62.5	62.5	NaN	55	NaN	NaN	0	0	0	NaN	NaN	65	106	141	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.605	63.45	61.63	61.53	NaN	NaN	NaN	15.57	17.85	16.36	15.89	NaN	NaN	4.315	4.72	4.81	4.29	NaN	3	NaN	NaN	NaN	7.75	7.75	5.5	NaN	22	NaN	NaN	NaN	25	21.66	26	NaN	12.6	NaN	NaN	NaN	18.6	17.9	26.3	NaN	36	NaN	NaN	NaN	NaN	30.88	39	NaN	124	NaN	NaN	NaN	NaN	132.495	152	NaN	104	NaN	NaN	NaN	NaN	132	NaN	NaN	NaN	NaN	NaN	NaN	15	16	NaN	30	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67	NaN	92	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.8	NaN	NaN	NaN	3.6	NaN	3.7	3	2	NaN
Va17	8	11	11	6	NaN	8	6	7	9	14	6	NaN	NaN	78	95	75	58	85	72	73	88	67	NaN	77	92	74.5	57	79	71	73	84	66	NaN	924.110555	913.25	901.663335	980.55278	856.384445	910.02389	904.72111	909.72111	895.134445	NaN	871.61	896.413335	903.8052775	888.331665	964.44222	772.5	891.884445	891.663335	909.72111	883.413335	NaN	13.38	27.69222	9.4422225	13.331665	16.110555	83.884445	18.134445	13.05278	0	11.72111	NaN	387	383	363.5	NaN	343	350	384	380	327	304	288.5	NaN	267	260	321	274	2	4.5	3.5	4	5	8	2	8	NaN	256	NaN	198	33	31	17	14	NaN	2	NaN	2	NaN	NaN	125	140	132.5	90	125	150	150	105	140	145	NaN	55	55	57.5	35	50	70	45	30	75	65	NaN	5	721	830	736.5	615	780	782	739	729	758	110	98	96.5	91	82	104	92	106	83	72.5	60	62.5	55	65	70	60	60	60	NaN	70	72.5	NaN	70	NaN	NaN	NaN	0	0	NaN	NaN	85	116	131	0	80	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.48	NaN	NaN	NaN	NaN	NaN	NaN	14.67	NaN	NaN	NaN	NaN	NaN	4.12	3	NaN	NaN	NaN	7.75	8.25	7	22	24	22.3325	17.64	NaN	27	22.53	23	12.4	14.45	22.6275	9.3	NaN	22.8	22.7	22.1	40	35	NaN	27.16	NaN	38	36.155	38.5	110	127.5	162.995	111.1	NaN	172	163.56	150.5	91	83	NaN	NaN	107	154.225	130	16	14	NaN	11.5	NaN	14	15	17	60	30	NaN	NaN	NaN	80	55	86	NaN	NaN	NaN	63	93.3	94.5	19	14.5	NaN	NaN	NaN	34.5	NaN	5.1	NaN	NaN	NaN	5.4	4.5	3.45	2	2	NaN
Va22	7	5	9	5	NaN	4	7	7	9	12	5	NaN	NaN	80	104	75.5	59	83	72	76	86	69	NaN	79	100	73.5	NaN	80	71	76	85	67	NaN	964.80278	921.1922225	936.94222	997.22111	828.610555	910.02389	920	953	922.52389	NaN	900.3	964.80278	885.5552775	874.44222	NaN	788.331665	891.884445	866.663335	953	895.134445	NaN	14.88	0	35.636945	62.5	NaN	40.27389	18.134445	53.331665	0	27.384445	NaN	344.5	356	352	325	NaN	319	352	362	265.5	280	264.5	267	NaN	238	266	254	17.5	10.5	12.5	11	14	11	15	21	242	208	NaN	223	24	15	11	17	1	1	NaN	2	NaN	1	135	140	135	115	155	167.5	140	100	140	160	NaN	50	70	57.5	55	75	80	60	40	85	75	NaN	4	718	780	644.5	613	740	NaN	741	742	753	106	108	100	101	90	NaN	103	123	108	62.5	75	70	50	70	70	70	55	75	NaN	70	67.5	NaN	60	NaN	NaN	0	0	1	NaN	NaN	70	97	159	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.39	62.635	64.92	65.16	63.35	65.17	NaN	16.12	17.03	17.11	16.67	17.39	16.18	4.15	4.66	6.02	5.36	5.26	4.83	2	NaN	NaN	NaN	7.75	7.5	4	24	26	24	20.895	25	27	24.675	28.5	14	40.9	20.415	12.2	14	29	24.4	27.3	28	41	34.2	31.185	NaN	40	33.755	39.5	83	198	179.2325	128.2	140	174	178.95	182	61	191	123.675	115	165	168.14	181	12	14	12	11	10	12	11	NaN	35	150	90	57.5	60	80	38.6	142	87.8425	54.35	57	126	105.9	141	16	31	32.75	24.5	28	35.5	NaN	5.2	4.27	3.35	4	5.3	4.8	4.95	1	2	NaN
